text_id,file_path,paper_title,paper_discipline,student_level,discipline_cat,level_cat,student_gender,speaker_status,speaker_l1,paper_type,paper_features
ENG.G0.58.1,data/text_data/micusp_body/ENG.G0.58.1.txt,My Reading of Chaucer,English,Third Year Graduate,ENG,G0,M,NNS,Chinese,Essay,"Literature review section, Reference to sources"
ENG.G1.01.1,data/text_data/micusp_body/ENG.G1.01.1.txt,Clarissa Consumed,English,First Year Graduate,ENG,G1,F,NS,,Report,Reference to sources
ENG.G1.02.1,data/text_data/micusp_body/ENG.G1.02.1.txt,Seeing Selves in Troilus and Cressida,English,First Year Graduate,ENG,G1,M,NS,,Essay,Reference to sources
ENG.G1.03.1,data/text_data/micusp_body/ENG.G1.03.1.txt,Theorizing the Analysand Desire,English,First Year Graduate,ENG,G1,F,NS,,Essay,Reference to sources
ENG.G1.04.1,data/text_data/micusp_body/ENG.G1.04.1.txt,Sports Literacy and Rhetoric as Power,English,First Year Graduate,ENG,G1,F,NS,,Essay,"Definitions, Reference to sources"
ENG.G1.05.1,data/text_data/micusp_body/ENG.G1.05.1.txt,Yeats and Spenser,English,First Year Graduate,ENG,G1,F,NS,,Essay,Reference to sources
ENG.G1.06.1,data/text_data/micusp_body/ENG.G1.06.1.txt,Intergenerational Trauma in Nora Okja Keller's Comfort Woman,English,First Year Graduate,ENG,G1,M,NNS,Tamil,Essay,Reference to sources
ENG.G1.07.1,data/text_data/micusp_body/ENG.G1.07.1.txt,Categorical Entanglement ,English,First Year Graduate,ENG,G1,F,NS,,Report,Reference to sources
ENG.G2.01.1,data/text_data/micusp_body/ENG.G2.01.1.txt,Messianic Masochism in H. Rider Haggard,English,Second Year Graduate,ENG,G2,M,NS,,Essay,
ENG.G2.02.1,data/text_data/micusp_body/ENG.G2.02.1.txt,Dramatic Adaptations: Jewish Identity and Narrative Form in The Island Within,English,Second Year Graduate,ENG,G2,M,NS,,Essay,
ENG.G2.02.2,data/text_data/micusp_body/ENG.G2.02.2.txt,'City Troubles': Miss Lonelyhearts and the Publicized Privacy of Urban Space,English,Second Year Graduate,ENG,G2,M,NS,,Essay,Reference to sources
ENG.G2.03.1,data/text_data/micusp_body/ENG.G2.03.1.txt,Domesticity in Cold War Black Fiction on the Left,English,Second Year Graduate,ENG,G2,F,NS,,Essay,Reference to sources
ENG.G2.04.1,data/text_data/micusp_body/ENG.G2.04.1.txt,Augusta Webster Paper,English,Second Year Graduate,ENG,G2,F,NS,,Essay,Reference to sources
ENG.G2.05.1,data/text_data/micusp_body/ENG.G2.05.1.txt,St. Alban and English Exemplarity,English,Second Year Graduate,ENG,G2,M,NS,,Critique,Reference to sources
ENG.G2.06.1,data/text_data/micusp_body/ENG.G2.06.1.txt,Jews in the New York Harbor,English,Second Year Graduate,ENG,G2,M,NS,,Report,"Literature review section, Reference to sources"
ENG.G2.07.1,data/text_data/micusp_body/ENG.G2.07.1.txt,Pedagogical genres,English,Second Year Graduate,ENG,G2,F,NS,,Report,Reference to sources
ENG.G3.03.1,data/text_data/micusp_body/ENG.G3.03.1.txt,Into the Light: Avedon's Images of Inmates,English,Third Year Graduate,ENG,G3,F,NS,,Critique,Reference to sources
ENG.G3.04.1,data/text_data/micusp_body/ENG.G3.04.1.txt,Creative Multivalence: Social Engagement in Gwendolyn Brooks's 'Maud Martha',English,Third Year Graduate,ENG,G3,F,NS,,Essay,Reference to sources
HIS.G0.01.1,data/text_data/micusp_body/HIS.G0.01.1.txt,Unless the Lord Build the House,History,Final Year Undergraduate,HIS,G0,M,NS,,Report,
HIS.G0.02.1,data/text_data/micusp_body/HIS.G0.02.1.txt,Early 20th century Britain,History,Final Year Undergraduate,HIS,G0,F,NS,,Report,Reference to sources
HIS.G0.02.2,data/text_data/micusp_body/HIS.G0.02.2.txt,Engaging with Documents,History,Final Year Undergraduate,HIS,G0,F,NS,,Report,Reference to sources
HIS.G0.03.1,data/text_data/micusp_body/HIS.G0.03.1.txt,Smith and Malthus,History,Final Year Undergraduate,HIS,G0,M,NS,,Essay,Reference to sources
HIS.G0.03.2,data/text_data/micusp_body/HIS.G0.03.2.txt,History as a Philosophic Domain,History,Final Year Undergraduate,HIS,G0,M,NS,,Essay,Reference to sources
HIS.G0.04.1,data/text_data/micusp_body/HIS.G0.04.1.txt,'Arrowsmith' Book Report,History,Final Year Undergraduate,HIS,G0,F,NS,,Essay,Reference to sources
HIS.G1.01.1,data/text_data/micusp_body/HIS.G1.01.1.txt,New Social History,History,First Year Graduate,HIS,G1,F,NS,,Essay,
HIS.G1.02.1,data/text_data/micusp_body/HIS.G1.02.1.txt,Joan Scott's 'Gender' in 2007,History,First Year Graduate,HIS,G1,F,NS,,Report,
HIS.G1.03.1,data/text_data/micusp_body/HIS.G1.03.1.txt,Sex Education in East and West Germany,History,First Year Graduate,HIS,G1,M,NS,,Essay,Reference to sources
HIS.G1.04.1,data/text_data/micusp_body/HIS.G1.04.1.txt,Outsourcing History: On the Necessity of Stepping Out of the Archive,History,First Year Graduate,HIS,G1,F,NNS,Hebrew,Essay,Reference to sources
HIS.G1.05.1,data/text_data/micusp_body/HIS.G1.05.1.txt,Trickster Travels Review,History,First Year Graduate,HIS,G1,F,NS,,Report,Reference to sources
HIS.G1.05.2,data/text_data/micusp_body/HIS.G1.05.2.txt,Microhistory Review,History,First Year Graduate,HIS,G1,F,NS,,Critique,Reference to sources
HIS.G1.06.1,data/text_data/micusp_body/HIS.G1.06.1.txt,Review of Jon T. Coleman's Vicious,History,First Year Graduate,HIS,G1,F,NS,,Report,
HIS.G1.07.1,data/text_data/micusp_body/HIS.G1.07.1.txt,Marxist Historical Analysis,History,First Year Graduate,HIS,G1,M,NS,,Report,Reference to sources
HIS.G1.07.2,data/text_data/micusp_body/HIS.G1.07.2.txt,Capitalism as a Historical Agent,History,First Year Graduate,HIS,G1,M,NS,,Report,
HIS.G1.08.1,data/text_data/micusp_body/HIS.G1.08.1.txt,Diaspora and Nation,History,First Year Graduate,HIS,G1,M,NS,,Report,"Literature review section, Reference to sources"
HIS.G1.09.1,data/text_data/micusp_body/HIS.G1.09.1.txt,A Battle to Remember? Arrian's Ectaxis contra Alanos,History,First Year Graduate,HIS,G1,M,NS,,Report,"Literature review section, Reference to sources"
HIS.G1.10.1,data/text_data/micusp_body/HIS.G1.10.1.txt,Orientalism and History,History,First Year Graduate,HIS,G1,M,NNS,Korean,Critique,Reference to sources
HIS.G2.01.1,data/text_data/micusp_body/HIS.G2.01.1.txt,"Crime, Criminal Justice Policy and Space",History,Second Year Graduate,HIS,G2,M,NS,,Report,"Problem-solution pattern, Reference to sources"
HIS.G2.02.1,data/text_data/micusp_body/HIS.G2.02.1.txt,Whiteness Studies in Labor History,History,Second Year Graduate,HIS,G2,M,NS,,Report,Reference to sources
HIS.G2.03.1,data/text_data/micusp_body/HIS.G2.03.1.txt,Black feminism response paper,History,Second Year Graduate,HIS,G2,F,NS,,ResponsePaper,
HIS.G2.03.2,data/text_data/micusp_body/HIS.G2.03.2.txt,Black Women and Performance book review,History,Second Year Graduate,HIS,G2,F,NS,,Report,Reference to sources
HIS.G2.04.1,data/text_data/micusp_body/HIS.G2.04.1.txt,Chechen War Imaginary,History,Second Year Graduate,HIS,G2,M,NS,,Essay,"Definitions, Reference to sources"
HIS.G2.05.1,data/text_data/micusp_body/HIS.G2.05.1.txt,Medieval pilgrimage guides,History,Second Year Graduate,HIS,G2,F,NS,,Essay,Reference to sources
HIS.G3.01.1,data/text_data/micusp_body/HIS.G3.01.1.txt,A Gendered Reading of B.R. Ambedkar's Writings and Speeches,History,Third Year Graduate,HIS,G3,F,NS,,Report,Reference to sources
HIS.G3.02.1,data/text_data/micusp_body/HIS.G3.02.1.txt,Technology in the Indian Ocean,History,Third Year Graduate,HIS,G3,F,NS,,Report,"Tables, graphs or figures, Reference to sources"
IOE.G0.01.1,data/text_data/micusp_body/IOE.G0.01.1.txt,Improving Process Flow in The Oasis and Integrating a New Deli,Industrial and Operational Engineering,Final Year Undergraduate,IOE,G0,F,NS,,Proposal,"Methodology section, Discussion of results section"
IOE.G0.02.1,data/text_data/micusp_body/IOE.G0.02.1.txt,Speedometer Design Parameters,Industrial and Operational Engineering,Final Year Undergraduate,IOE,G0,M,NS,,ResearchPaper,"Tables, graphs or figures, Discussion of results section, Methodology section, Problem-solution pattern"
IOE.G0.03.1,data/text_data/micusp_body/IOE.G0.03.1.txt,Molding Temperature Analysis for Liquid Rubber Supplier ,Industrial and Operational Engineering,Final Year Undergraduate,IOE,G0,M,NS,,Critique,"Problem-solution pattern, Tables, graphs or figures"
IOE.G0.03.2,data/text_data/micusp_body/IOE.G0.03.2.txt,Assembly Tolerance Analysis for BBM ,Industrial and Operational Engineering,Final Year Undergraduate,IOE,G0,M,NS,,Critique,"Discussion of results section, Methodology section, Problem-solution pattern, Tables, graphs or figures"
IOE.G0.04.1,data/text_data/micusp_body/IOE.G0.04.1.txt,Final Report for the Emergency Department Front End Study to Improve Patient Privacy and Patient and Visitor Flow,Industrial and Operational Engineering,Final Year Undergraduate,IOE,G0,F,NS,,Proposal,"Methodology section, Tables, graphs or figures, Discussion of results section, Reference to sources"
IOE.G0.05.1,data/text_data/micusp_body/IOE.G0.05.1.txt,The Importance of Anthropometric Data in Product Design,Industrial and Operational Engineering,Final Year Undergraduate,IOE,G0,F,NS,,ResearchPaper,"Definitions, Methodology section, Discussion of results section, Tables, graphs or figures, Reference to sources"
IOE.G0.06.1,data/text_data/micusp_body/IOE.G0.06.1.txt,External Analysis of the National Society of Black Engineers,Industrial and Operational Engineering,Final Year Undergraduate,IOE,G0,M,NS,,Report,"Tables, graphs or figures"
IOE.G0.07.1,data/text_data/micusp_body/IOE.G0.07.1.txt,Honda Facility Location Analysis,Industrial and Operational Engineering,Final Year Undergraduate,IOE,G0,M,NS,,Report,"Discussion of results section, Tables, graphs or figures, Reference to sources"
IOE.G0.08.1,data/text_data/micusp_body/IOE.G0.08.1.txt,E-Dining Expansion Project Proposal,Industrial and Operational Engineering,Final Year Undergraduate,IOE,G0,M,NS,,Proposal,Problem-solution pattern
IOE.G0.09.1,data/text_data/micusp_body/IOE.G0.09.1.txt,Final Report of E-Dining's New Shipping/Packing Process and Retail Store Layout,Industrial and Operational Engineering,Final Year Undergraduate,IOE,G0,M,NS,,Critique,"Tables, graphs or figures"
IOE.G0.10.1,data/text_data/micusp_body/IOE.G0.10.1.txt,Rubberland Liquid Rubber Failure Analysis,Industrial and Operational Engineering,Final Year Undergraduate,IOE,G0,F,NS,,ResearchPaper,"Tables, graphs or figures, Methodology section, Definitions, Discussion of results section, Reference to sources"
IOE.G0.11.1,data/text_data/micusp_body/IOE.G0.11.1.txt,Improving Tuttle Springs Operations,Industrial and Operational Engineering,Final Year Undergraduate,IOE,G0,F,NS,,Proposal,
IOE.G0.12.1,data/text_data/micusp_body/IOE.G0.12.1.txt,"Choosing between paper towels, cloth toweling rolls and hot air dryers for drying hands",Industrial and Operational Engineering,Final Year Undergraduate,IOE,G0,F,NNS,Bahasa Indonesia,Report,"Discussion of results section, Tables, graphs or figures"
IOE.G0.12.2,data/text_data/micusp_body/IOE.G0.12.2.txt,Change of Layout and Processes in the Midville Academy Cafeteria,Industrial and Operational Engineering,Final Year Undergraduate,IOE,G0,F,NNS,Bahasa Indonesia,Proposal,
IOE.G0.13.1,data/text_data/micusp_body/IOE.G0.13.1.txt,Developing a Student Transportation Plan in Downtown Detroit,Industrial and Operational Engineering,Final Year Undergraduate,IOE,G0,M,NS,,Report,"Tables, graphs or figures"
IOE.G1.01.1,data/text_data/micusp_body/IOE.G1.01.1.txt,Work Methods Analysis for Bagel Preparation ,Industrial and Operational Engineering,First Year Graduate,IOE,G1,M,NS,,ResearchPaper,"Tables, graphs or figures, Methodology section, Problem-solution pattern, Discussion of results section"
IOE.G1.02.1,data/text_data/micusp_body/IOE.G1.02.1.txt,Society of Automotive Engineers (SAE) Annual Congress Review,Industrial and Operational Engineering,First Year Graduate,IOE,G1,F,NNS,Korean,ResponsePaper,
IOE.G1.02.2,data/text_data/micusp_body/IOE.G1.02.2.txt,Effect on Legibility of Surround Luminance and Background/Character Color,Industrial and Operational Engineering,First Year Graduate,IOE,G1,F,NNS,Korean,ResearchPaper,"Tables, graphs or figures, Methodology section, Problem-solution pattern, Discussion of results section, Reference to sources"
IOE.G1.02.3,data/text_data/micusp_body/IOE.G1.02.3.txt,Hand Grip Force and Coefficient of Friction with Different Materials and Conditions,Industrial and Operational Engineering,First Year Graduate,IOE,G1,F,NNS,Korean,Critique,"Abstract, Tables, graphs or figures, Discussion of results section, Methodology section, Problem-solution pattern, Literature review section, Reference to sources"
IOE.G1.02.4,data/text_data/micusp_body/IOE.G1.02.4.txt,2D Static Biomechanical Computations,Industrial and Operational Engineering,First Year Graduate,IOE,G1,F,NNS,Korean,ResearchPaper,"Methodology section, Discussion of results section, Tables, graphs or figures"
IOE.G1.03.1,data/text_data/micusp_body/IOE.G1.03.1.txt,Changing the Game: Representing Innovation Through Football,Industrial and Operational Engineering,First Year Graduate,IOE,G1,M,NS,,Report,Reference to sources
IOE.G1.04.1,data/text_data/micusp_body/IOE.G1.04.1.txt,A Failed Design or Designed To Fail?,Industrial and Operational Engineering,First Year Graduate,IOE,G1,F,NNS,Marathi,Report,"Tables, graphs or figures, Reference to sources"
IOE.G1.05.1,data/text_data/micusp_body/IOE.G1.05.1.txt,Complexity Theory: Simplifying Life for Organizational Theorists,Industrial and Operational Engineering,First Year Graduate,IOE,G1,M,NNS,Teluga,Report,"Definitions, Tables, graphs or figures, Reference to sources"
IOE.G1.05.2,data/text_data/micusp_body/IOE.G1.05.2.txt,To Best or Not to Best,Industrial and Operational Engineering,First Year Graduate,IOE,G1,M,NNS,Teluga,Report,Reference to sources
IOE.G1.06.1,data/text_data/micusp_body/IOE.G1.06.1.txt,Organizations as Brains: An Information Processing View - An Analysis of the Challenger Disaster,Industrial and Operational Engineering,First Year Graduate,IOE,G1,F,NNS,Chinese,Report,Reference to sources
IOE.G1.07.1,data/text_data/micusp_body/IOE.G1.07.1.txt,Supplemental Orders Analysis for Materiel Services Center,Industrial and Operational Engineering,First Year Graduate,IOE,G1,F,NS,,ResearchPaper,"Abstract, Methodology section, Discussion of results section, Tables, graphs or figures, Reference to sources"
IOE.G1.08.1,data/text_data/micusp_body/IOE.G1.08.1.txt,Investigation of MP3 Compression Quality,Industrial and Operational Engineering,First Year Graduate,IOE,G1,M,NS,,ResearchPaper,"Abstract, Methodology section, Discussion of results section, Tables, graphs or figures, Reference to sources"
IOE.G1.09.1,data/text_data/micusp_body/IOE.G1.09.1.txt,Imagen Healthcare Inventory Sharing Plan,Industrial and Operational Engineering,First Year Graduate,IOE,G1,M,NNS,Hindi,Report,"Methodology section, Discussion of results section, Tables, graphs or figures"
IOE.G1.10.1,data/text_data/micusp_body/IOE.G1.10.1.txt,Acme Omega Case Study,Industrial and Operational Engineering,First Year Graduate,IOE,G1,M,NNS,Marathi,ResponsePaper,"Tables, graphs or figures"
IOE.G1.10.2,data/text_data/micusp_body/IOE.G1.10.2.txt,Core and Non Core Processes,Industrial and Operational Engineering,First Year Graduate,IOE,G1,M,NNS,Marathi,Report,"Definitions, Tables, graphs or figures"
IOE.G1.11.1,data/text_data/micusp_body/IOE.G1.11.1.txt,Revenue Sharing in the National Bossaball League in Tinland,Industrial and Operational Engineering,First Year Graduate,IOE,G1,M,NNS,Tamil,Report,"Problem-solution pattern, Discussion of results section, Tables, graphs or figures"
IOE.G1.11.2,data/text_data/micusp_body/IOE.G1.11.2.txt,Factory flow benchmarking report,Industrial and Operational Engineering,First Year Graduate,IOE,G1,M,NNS,Tamil,Report,
IOE.G2.01.1,data/text_data/micusp_body/IOE.G2.01.1.txt,Parameter Optimization of High-Fidelity Simulation Using DOE and Response Surface Methods,Industrial and Operational Engineering,Second Year Graduate,IOE,G2,M,NS,,ResearchPaper,"Methodology section, Discussion of results section, Tables, graphs or figures, Reference to sources"
IOE.G2.01.2,data/text_data/micusp_body/IOE.G2.01.2.txt,Organizations as Cultures ,Industrial and Operational Engineering,Second Year Graduate,IOE,G2,M,NS,,Report,"Tables, graphs or figures, Reference to sources"
IOE.G2.01.3,data/text_data/micusp_body/IOE.G2.01.3.txt,Managing Change,Industrial and Operational Engineering,Second Year Graduate,IOE,G2,M,NS,,Critique,Reference to sources
IOE.G2.02.1,data/text_data/micusp_body/IOE.G2.02.1.txt,"Review of Zheng: Optimality of (S,s) Policies",Industrial and Operational Engineering,Second Year Graduate,IOE,G2,M,NS,,Report,
IOE.G2.02.2,data/text_data/micusp_body/IOE.G2.02.2.txt,Convergence of Simulation-Based Policy Iteration,Industrial and Operational Engineering,Second Year Graduate,IOE,G2,M,NS,,Essay,
IOE.G2.02.3,data/text_data/micusp_body/IOE.G2.02.3.txt,Optimality of Randomized Trunk Reservation,Industrial and Operational Engineering,Second Year Graduate,IOE,G2,M,NS,,ResponsePaper,
IOE.G2.03.1,data/text_data/micusp_body/IOE.G2.03.1.txt,Large Scale Optimization Project,Industrial and Operational Engineering,Second Year Graduate,IOE,G2,F,NS,,ResearchPaper,"Discussion of results section, Problem-solution pattern, Tables, graphs or figures"
IOE.G2.04.2,data/text_data/micusp_body/IOE.G2.04.2.txt,Memo - Project Debriefing,Industrial and Operational Engineering,Second Year Graduate,IOE,G2,F,NS,,Critique,Discussion of results section
IOE.G3.01.1,data/text_data/micusp_body/IOE.G3.01.1.txt,Water Utility Efficiency Assessment Using a Data Envelopment Analysis ,Industrial and Operational Engineering,Third Year Graduate,IOE,G3,M,NS,,ResearchPaper,"Abstract, Tables, graphs or figures, Discussion of results section, Methodology section, Problem-solution pattern, Reference to sources"
IOE.G3.03.1,data/text_data/micusp_body/IOE.G3.03.1.txt,Policy Recommendations for Plug-In Hybrid Vehicles,Industrial and Operational Engineering,Third Year Graduate,IOE,G3,M,NS,,Report,"Abstract, Tables, graphs or figures, Reference to sources"
LIN.G0.01.1,data/text_data/micusp_body/LIN.G0.01.1.txt,Interlanguage Analysis Project,Linguistics,Final Year Undergraduate,LIN,G0,F,NS,,ResearchPaper,"Methodology section, Discussion of results section"
LIN.G0.01.2,data/text_data/micusp_body/LIN.G0.01.2.txt,Language Lesson Plan,Linguistics,Final Year Undergraduate,LIN,G0,F,NS,,Proposal,"Tables, graphs or figures"
LIN.G0.02.1,data/text_data/micusp_body/LIN.G0.02.1.txt,Individual Colonies: Dialect Acquisition in Immigrants ,Linguistics,Final Year Undergraduate,LIN,G0,F,NS,,Essay,Reference to sources
LIN.G0.03.1,data/text_data/micusp_body/LIN.G0.03.1.txt,Attitudes towards and Frequency of Multiple Hedging in Written Academic,Linguistics,Final Year Undergraduate,LIN,G0,F,NS,,ResearchPaper,"Methodology section, Definitions, Discussion of results section, Literature review section, Reference to sources"
LIN.G0.04.1,data/text_data/micusp_body/LIN.G0.04.1.txt,Instant Messaging: R U Ready 4 It?,Linguistics,Final Year Undergraduate,LIN,G0,F,NNS,Korean,ResearchPaper,"Problem-solution pattern, Discussion of results section, Reference to sources"
LIN.G0.05.1,data/text_data/micusp_body/LIN.G0.05.1.txt,The Genre Set for Synchronized Swimmers: A Discourse Analysis at Michigan,Linguistics,Final Year Undergraduate,LIN,G0,F,NS,,Report,
LIN.G0.06.1,data/text_data/micusp_body/LIN.G0.06.1.txt,Distinctive Features of Indo-Pakistani English,Linguistics,Final Year Undergraduate,LIN,G0,M,NS,,Report,Reference to sources
LIN.G0.06.2,data/text_data/micusp_body/LIN.G0.06.2.txt,A Short Critique of Urdu Teaching Materials,Linguistics,Final Year Undergraduate,LIN,G0,M,NS,,ResponsePaper,
LIN.G0.06.3,data/text_data/micusp_body/LIN.G0.06.3.txt,Using Limericks in English Language Teaching,Linguistics,Final Year Undergraduate,LIN,G0,M,NS,,Report,
LIN.G0.07.1,data/text_data/micusp_body/LIN.G0.07.1.txt,Announcements of Self-Repair in Micase: an Analysis,Linguistics,Final Year Undergraduate,LIN,G0,F,NS,,ResearchPaper,"Methodology section, Tables, graphs or figures, Discussion of results section, Reference to sources"
LIN.G0.07.2,data/text_data/micusp_body/LIN.G0.07.2.txt,Age and Input: Which is More Important in Language Learning?,Linguistics,Final Year Undergraduate,LIN,G0,F,NS,,Report,"Problem-solution pattern, Reference to sources"
LIN.G0.07.3,data/text_data/micusp_body/LIN.G0.07.3.txt,Morphological Deficits in Children with Specific Language Impairment,Linguistics,Final Year Undergraduate,LIN,G0,F,NS,,Report,Reference to sources
LIN.G0.08.1,data/text_data/micusp_body/LIN.G0.08.1.txt,Nicaraguan Sign Language: The Role of Adult Input in the Formation and Development of a Unique Creole,Linguistics,Final Year Undergraduate,LIN,G0,F,NS,,ResearchPaper,"Abstract, Discussion of results section, Literature review section, Reference to sources"
LIN.G0.09.1,data/text_data/micusp_body/LIN.G0.09.1.txt,Writing About Portrait Paintings: A Discourse Analysis,Linguistics,Final Year Undergraduate,LIN,G0,F,NS,,Report,Reference to sources
LIN.G0.10.1,data/text_data/micusp_body/LIN.G0.10.1.txt,Assignment 2: ESL Lesson Plan,Linguistics,Final Year Undergraduate,LIN,G0,F,NS,,Proposal,
LIN.G0.10.2,data/text_data/micusp_body/LIN.G0.10.2.txt,The Distribution of Anaphoric 'So' in Micase,Linguistics,Final Year Undergraduate,LIN,G0,F,NS,,ResearchPaper,"Methodology section, Tables, graphs or figures, Discussion of results section, Reference to sources"
LIN.G0.11.1,data/text_data/micusp_body/LIN.G0.11.1.txt,Review of Muniz: Ebonics And Tex-Mex - English By Any Other Name,Linguistics,Final Year Undergraduate,LIN,G0,F,NS,,Critique,
LIN.G0.12.1,data/text_data/micusp_body/LIN.G0.12.1.txt,National Identity and Language Education Policy,Linguistics,Final Year Undergraduate,LIN,G0,F,NS,,Essay,Reference to sources
LIN.G0.13.1,data/text_data/micusp_body/LIN.G0.13.1.txt,Narrative Initiation in Personal Versus Co-Constructed Narratives,Linguistics,Final Year Undergraduate,LIN,G0,F,NS,,Report,"Literature review section, Reference to sources"
LIN.G0.14.1,data/text_data/micusp_body/LIN.G0.14.1.txt,My Service Learning Experience,Linguistics,Final Year Undergraduate,LIN,G0,F,NS,,ResponsePaper,
LIN.G1.01.1,data/text_data/micusp_body/LIN.G1.01.1.txt,Recognizing Textual Entailment With a Modified BLEU Algorithm,Linguistics,First Year Graduate,LIN,G1,M,NS,,ResearchPaper,"Abstract, Tables, graphs or figures, Discussion of results section, Methodology section, Definitions, Problem-solution pattern, Reference to sources"
LIN.G1.01.2,data/text_data/micusp_body/LIN.G1.01.2.txt,An Analysis of Vowel Variation in Vlach,Linguistics,First Year Graduate,LIN,G1,M,NS,,ResearchPaper,"Methodology section, Discussion of results section, Tables, graphs or figures"
LIN.G1.01.3,data/text_data/micusp_body/LIN.G1.01.3.txt,"Vlach Affricates, Stops, and Fricatives",Linguistics,First Year Graduate,LIN,G1,M,NS,,ResearchPaper,"Methodology section, Discussion of results section, Tables, graphs or figures"
LIN.G1.01.4,data/text_data/micusp_body/LIN.G1.01.4.txt,Vlach Stress,Linguistics,First Year Graduate,LIN,G1,M,NS,,ResearchPaper,"Methodology section, Discussion of results section, Tables, graphs or figures"
LIN.G1.01.5,data/text_data/micusp_body/LIN.G1.01.5.txt,The Role of Pitch in the Perception of Vlach Stressed Syllables,Linguistics,First Year Graduate,LIN,G1,M,NS,,ResearchPaper,"Methodology section, Discussion of results section, Tables, graphs or figures"
LIN.G1.02.1,data/text_data/micusp_body/LIN.G1.02.1.txt,Division of Labor,Linguistics,First Year Graduate,LIN,G1,M,NS,,Essay,"Problem-solution pattern, Reference to sources"
LIN.G1.02.2,data/text_data/micusp_body/LIN.G1.02.2.txt,Give Me a Break!  The English Double Object Construction,Linguistics,First Year Graduate,LIN,G1,M,NS,,Report,"Tables, graphs or figures, Reference to sources"
LIN.G1.03.1,data/text_data/micusp_body/LIN.G1.03.1.txt,A Discussion of the VP-External and VP-Internal Subjects Hypotheses,Linguistics,First Year Graduate,LIN,G1,M,NS,,Essay,"Tables, graphs or figures, Reference to sources"
LIN.G1.05.1,data/text_data/micusp_body/LIN.G1.05.1.txt,Stress in Hawaiian,Linguistics,First Year Graduate,LIN,G1,M,NS,,ResearchPaper,"Tables, graphs or figures, Problem-solution pattern, Discussion of results section, Literature review section, Reference to sources"
LIN.G1.06.1,data/text_data/micusp_body/LIN.G1.06.1.txt,German Fricatives,Linguistics,First Year Graduate,LIN,G1,F,NS,,ResearchPaper,"Methodology section, Discussion of results section, Tables, graphs or figures"
LIN.G1.06.2,data/text_data/micusp_body/LIN.G1.06.2.txt,Perceptions of Speaker in Computer-Mediated Communication,Linguistics,First Year Graduate,LIN,G1,F,NS,,Proposal,
LIN.G1.06.3,data/text_data/micusp_body/LIN.G1.06.3.txt,Variation in Existential Constructions,Linguistics,First Year Graduate,LIN,G1,F,NS,,Report,Reference to sources
LIN.G1.06.4,data/text_data/micusp_body/LIN.G1.06.4.txt,Critique of Landau's Explanation of Super-Equi,Linguistics,First Year Graduate,LIN,G1,F,NS,,Critique,
LIN.G2.01.1,data/text_data/micusp_body/LIN.G2.01.1.txt,On Question Operators in Chinese Wh-multiple Questions,Linguistics,Second Year Graduate,LIN,G2,F,NNS,Mandarin,Report,"Discussion of results section, Literature review section, Reference to sources"
LIN.G2.01.2,data/text_data/micusp_body/LIN.G2.01.2.txt,A Dynamic POS-Tagging-Learned Approach of Chinese WSD,Linguistics,Second Year Graduate,LIN,G2,F,NNS,Mandarin,Proposal,"Definitions, Methodology section, Tables, graphs or figures, Reference to sources"
LIN.G2.01.3,data/text_data/micusp_body/LIN.G2.01.3.txt,Reviewing 'On Sense and Reference',Linguistics,Second Year Graduate,LIN,G2,F,NNS,Mandarin,Report,"Tables, graphs or figures, Reference to sources"
LIN.G2.02.1,data/text_data/micusp_body/LIN.G2.02.1.txt,Meng- and Wh- Movement in Malay / Indonesian: Review of Cole &amp; Hermon 1998,Linguistics,Second Year Graduate,LIN,G2,F,NS,,Critique,"Tables, graphs or figures, Reference to sources"
LIN.G2.03.1,data/text_data/micusp_body/LIN.G2.03.1.txt,A CVX theory of Dutch Syllable Structure,Linguistics,Second Year Graduate,LIN,G2,M,NS,,ResearchPaper,"Abstract, Tables, graphs or figures, Discussion of results section, Methodology section, Problem-solution pattern, Literature review section, Reference to sources"
LIN.G3.01.1,data/text_data/micusp_body/LIN.G3.01.1.txt,Conversation as a 'Collaborative Achievement',Linguistics,Third Year Graduate,LIN,G3,F,NNS,"Cantonese, Mandarin",Report,
LIN.G3.01.2,data/text_data/micusp_body/LIN.G3.01.2.txt,'Lazy Pronunciation' and the Ideologies of Cantonese Standardization,Linguistics,Third Year Graduate,LIN,G3,F,NNS,"Cantonese, Mandarin",Report,"Problem-solution pattern, Literature review section, Reference to sources"
LIN.G3.02.1,data/text_data/micusp_body/LIN.G3.02.1.txt,A Multi-lingual Segmenter by Using Viterbi Algorithm,Linguistics,Third Year Graduate,LIN,G3,F,NNS,Mandarin,ResearchPaper,"Abstract, Discussion of results section, Methodology section, Problem-solution pattern, Literature review section, Reference to sources"
MEC.G0.02.1,data/text_data/micusp_body/MEC.G0.02.1.txt,Report on Vapor Compression Cycle Training Cart Testing,Mechanical Engineering,Final Year Undergraduate,MEC,G0,M,NS,,ResearchPaper,"Methodology section, Problem-solution pattern, Discussion of results section, Reference to sources"
MEC.G0.03.1,data/text_data/micusp_body/MEC.G0.03.1.txt,Manufacturing System Design for a Car Assembly Process,Mechanical Engineering,Final Year Undergraduate,MEC,G0,M,NS,,Proposal,"Abstract, Methodology section, Tables, graphs or figures"
