text_id,file_path,student_gender,year_of_birth,first_language,education,paper_discipline,student_id,student_level,date,module_title,module_code,paper_type,discipline,disciplinary_group,grade,number_of_authors,number_of_words,number_of_s_units,number_of_p,number_of_tables,number_of_figures,number_of_block_quotes,number_of_formulae,number_of_lists,number_of_paragraphs_formatted_like_lists,abstract_present,average_words_per_s_unit,average_s_units_per_p,macrotype_of_assignment
0287a,data/text_data/bawe_body/0287a.txt,F,1984,Chinese unspecified,UK2,MORSE,0287,3,2003-12,Economics 2,EC204,Essay,Economics,SS,M,1,2100,104,38,0,0,0,2,0,4,no abstract,20.2,2.7,simple assignment
0289c,data/text_data/bawe_body/0289c.txt,M,1978,English,UKA,MBA,0289,4,2005-10,Market Analysis,IB8030,Exercise,Business,SS,D,1,1419,52,17,0,0,0,0,0,4,no abstract,27.3,3.1,complex but non-compound assignment (see notesStmt for details)
0290c,data/text_data/bawe_body/0290c.txt,M,1976,English,UKA,MBA,0290,4,2006-06,Market Analysis,IB8030,Exercise,Business,SS,M,1,1216,54,14,0,0,0,0,0,3,no abstract,22.5,3.9,complex but non-compound assignment (see notesStmt for details)
0291a,data/text_data/bawe_body/0291a.txt,M,1980,Chinese Cantonese,OSA,Information Systems and Management,0291,4,2006-04,"Information Systems, Analysis and Design",IB9W30,Case study,Business,SS,D,1,2193,92,27,4,3,0,0,0,0,abstract present,23.8,3.4,simple assignment
0292a,data/text_data/bawe_body/0292a.txt,M,1984,English,UKA,PPE,0292,1,2005-01,Descartes & Locke,PH127,Essay,Philosophy,AH,M,1,2393,95,11,0,0,0,0,0,4,no abstract,25.2,8.6,simple assignment
0293c,data/text_data/bawe_body/0293c.txt,M,1968,Korean,OSA,IPE,0293,4,2006-03,Theories and Issues in International Political Economy,PO907,Essay,Politics,SS,M,1,2164,97,32,0,0,0,0,1,0,abstract present,22.3,3,simple assignment
0294j,data/text_data/bawe_body/0294j.txt,M,1985,English,UKA,Philosophy,0294,2,2005-11,Aesthetics I,PH248,Essay,Philosophy,AH,M,1,2257,100,23,0,0,3,0,0,0,no abstract,22.6,4.3,simple assignment
0296c,data/text_data/bawe_body/0296c.txt,M,1967,Pulaar,OSA,MBA,0296,4,2006-07,International Business,WB9535,Essay,Business,SS,D,1,3332,147,48,0,0,0,0,0,0,no abstract,22.7,3.1,simple assignment
0297a,data/text_data/bawe_body/0297a.txt,F,1983,English,UK1,MSc Finance,0297,4,2006-06,Finance and Financial Reporting,ST335,Critique,Mathematics,PS,D,1,2767,121,52,0,1,1,0,2,16,no abstract,22.9,2.3,simple assignment
0298b,data/text_data/bawe_body/0298b.txt,F,1983,Chinese unspecified,OSA,BSc Industrial Economics,0298,2,NA,Economics 2,EC2040,Essay,Economics,SS,NA,NA,2157,88,22,0,10,0,0,0,0,no abstract,24.5,4,simple assignment
0299b,data/text_data/bawe_body/0299b.txt,F,1986,Chinese unspecified,UK1,Economics,0299,2,2005-12,Macroeconomics,EC201,Essay,Economics,SS,M,1,1811,104,11,0,0,0,0,0,0,no abstract,17.4,9.5,simple assignment
0300a,data/text_data/bawe_body/0300a.txt,M,1975,English,OSA,DLMBA,0300,4,2006-07,Modelling and Analysis for Management,IB8200,Exercise,Business,SS,M,1,2210,122,74,4,8,0,0,1,0,no abstract,18.1,1.6,simple assignment
0301b,data/text_data/bawe_body/0301b.txt,M,1983,English,OSA,Economics,0301,2,2005-11,Econometrics,EC226,Research report,Economics,SS,D,1,2526,127,36,5,2,0,3,0,0,no abstract,19.9,3.5,simple assignment
0302a,data/text_data/bawe_body/0302a.txt,F,1985,English,UKA,History and Politics,0302,1,2004-11,North America: Themes and Problems,AM102,Essay,Comparative American Studies,AH,M,1,2100,89,12,0,0,0,0,0,0,no abstract,23.6,7.4,simple assignment
0303f,data/text_data/bawe_body/0303f.txt,M,1986,English,UKA,V500,0303,1,2005-03,Doing Philosophy,PH122,Essay,Philosophy,AH,M,1,1231,44,8,0,0,0,0,0,0,no abstract,28,5.5,simple assignment
0304b,data/text_data/bawe_body/0304b.txt,F,1986,English,UKA,Psychology,0304,1,2005-01,Further Psychology,PS112,Explanation,Psychology,LS,M,1,1648,46,13,0,0,0,0,0,0,no abstract,35.8,3.5,simple assignment
0306f,data/text_data/bawe_body/0306f.txt,F,1984,English,UKA,Mphys F303,0306,3,2005-01,Physics Laboratory,PX428,Research report,Physics,PS,M,3,3938,162,63,0,8,0,52,0,12,abstract present,24.3,2.6,simple assignment
0307a,data/text_data/bawe_body/0307a.txt,M,1984,English,UKA,Law and Business Studies,0307,2,2006-05,Law and the International Business Environment,LA230,Essay,Law,SS,D,1,2664,83,19,0,0,1,0,0,0,no abstract,32.1,4.4,complex but non-compound assignment (see notesStmt for details)
0309a,data/text_data/bawe_body/0309a.txt,F,1985,English,UK1.5,Economics,0309,2,2006-01,Econometrics,EC226,Exercise,Economics,SS,M,1,1805,128,81,0,0,0,47,0,0,no abstract,14.1,1.6,complex but non-compound assignment (see notesStmt for details)
0310a,data/text_data/bawe_body/0310a.txt,F,1986,English,UKA,Comparative American Studies,0310,1,2005-11,North American Themes and Problems,AM102,Essay,Comparative American Studies,AH,M,1,2075,87,11,0,0,0,0,0,0,no abstract,23.9,7.9,simple assignment
0311k,data/text_data/bawe_body/0311k.txt,M,1984,English,UKA,MPhys,0311,3,2005-01,Scientific Method,PH228,Essay,Philosophy,AH,M,1,1495,75,25,0,0,0,3,1,0,no abstract,19.9,3,simple assignment
0312i,data/text_data/bawe_body/0312i.txt,F,1985,English,UK1.5,LLB,0312,3,2007-01,International Criminal Law,LA352,Essay,Law,SS,M,1,2505,116,10,0,0,0,0,0,0,no abstract,21.6,11.6,simple assignment
0314b,data/text_data/bawe_body/0314b.txt,M,1982,English,UKA,History/Sociology,0314,2,2005-05,Theoretical Ideas in Sociology,SO221,Essay,Sociology,SS,M,1,3367,104,14,0,0,0,0,0,0,no abstract,32.4,7.4,simple assignment
0315a,data/text_data/bawe_body/0315a.txt,F,1986,English,UKA,LLB,0315,2,2005-03,General Principles of Constitutional & Administrative Law,LA201,Problem question,Law,SS,D,1,2445,109,14,0,0,0,0,0,0,no abstract,22.4,7.8,simple assignment
0316c,data/text_data/bawe_body/0316c.txt,M,1975,Chinese unspecified,NA,Sociology,0316,NA,NA,NA,NA,Essay,Sociology,SS,NA,NA,3037,105,22,0,0,1,0,0,0,no abstract,28.9,4.8,simple assignment
0317b,data/text_data/bawe_body/0317b.txt,M,1986,English,UKA,MMathPhys,0317,3,2006-12,History of Maths,MA3E5,Critique,Mathematics,PS,D,1,1865,67,14,0,0,0,0,0,0,no abstract,27.8,4.8,simple assignment
0318g,data/text_data/bawe_body/0318g.txt,F,1985,English,UKA,History,0318,3,2006-01,Historiography,HI323,Essay,History,AH,D,1,2291,115,24,0,0,0,0,0,0,no abstract,19.9,4.8,simple assignment
0319a,data/text_data/bawe_body/0319a.txt,F,1984,Chinese Mandarin,OSA,Sociology,0319,4,2007-01,Marx's Social Theory,SO946,Essay,Sociology,SS,M,1,5114,218,52,0,0,6,0,0,0,no abstract,23.5,4.2,simple assignment
0320b,data/text_data/bawe_body/0320b.txt,F,1958,English,UKA,Sociology,0320,2,2003-05,Learning Organisations in a Knowledge Society,CE304,Essay,other,SS,M,1,4990,176,28,0,0,0,0,0,0,no abstract,28.4,6.3,simple assignment
0322a,data/text_data/bawe_body/0322a.txt,M,1984,English,UKA,Comparative American Studies,0322,1,2004-02,Latin American Themes and Problems,AM101,Essay,Comparative American Studies,AH,M,1,2376,81,14,0,0,0,0,0,0,no abstract,29.3,5.8,simple assignment
0323b,data/text_data/bawe_body/0323b.txt,F,1968,English,UKA,Mmath,0323,3,2006-11,History of Mathematics,MA3E5,Essay,Mathematics,PS,D,1,1695,84,32,0,0,0,26,0,0,no abstract,20.2,2.6,simple assignment
0324b,data/text_data/bawe_body/0324b.txt,F,1985,English,OSA,Politics and International Studies,0324,3,2007-01,Issues of Political Theory,PO301,Essay,Politics,SS,M,1,1589,61,20,0,0,0,0,0,2,no abstract,26,3,simple assignment
0325a,data/text_data/bawe_body/0325a.txt,F,1985,English,UKA,Mathematics,0325,3,2006-11,History of Mathematics,MA3E5,Critique,Mathematics,PS,D,1,1199,79,25,0,0,0,159,1,10,abstract present,15.2,3.2,simple assignment
0329f,data/text_data/bawe_body/0329f.txt,M,1985,English,UKA,Meng,0329,3,NA,Third Year Project,ES327,Research report,Engineering,PS,NA,NA,9593,406,141,1,11,0,0,2,0,abstract present,23.6,2.9,simple assignment
0338a,data/text_data/bawe_body/0338a.txt,M,1987,English,UKA,Engineering,0338,1,NA,Rights and Wrongs: the Engineering Profession and Society,ES179,Essay,Engineering,PS,NA,NA,1522,56,9,0,0,3,0,0,0,no abstract,27.2,6.2,simple assignment
0340a,data/text_data/bawe_body/0340a.txt,M,1983,Greek,OSA,Engineering Business Management,0340,4,2006-10,Strategic Marketing,ES987,Case study,Engineering,PS,M,1,3257,148,76,1,0,1,0,2,13,no abstract,22,1.9,simple assignment
0341a,data/text_data/bawe_body/0341a.txt,M,1985,English,UKA,Mechanical Engineering MEng,0341,4,NA,Energy Studies,ES3B4,Critique,Engineering,PS,NA,NA,2684,140,54,1,4,5,0,1,14,abstract present,19.2,2.6,simple assignment
0342f,data/text_data/bawe_body/0342f.txt,M,1986,English,UKA,Meng,0342,2,NA,Computer Systems,ES2A2,Methodology recount,Engineering,PS,NA,NA,1446,51,24,7,1,1,0,0,0,abstract present,28.4,2.1,simple assignment
0343d,data/text_data/bawe_body/0343d.txt,F,1984,Chinese unspecified,OSA,Electronic Business Management,0343,4,2007-05,Global e-Business,ES919,Essay,Engineering,PS,M,1,1567,57,14,0,0,0,0,0,0,no abstract,27.5,4.1,simple assignment
0347e,data/text_data/bawe_body/0347e.txt,F,1987,English,UKA,Meng,0347,1,2006-06,Biomedical Engineering,ES173,Methodology recount,Engineering,PS,D,1,1656,82,29,1,6,0,0,0,0,abstract present,20.2,2.8,simple assignment
0348b,data/text_data/bawe_body/0348b.txt,F,1986,English,UKA,Civil Engineering,0348,2,2007-01,Starting and Running a Business,ES2A6,Proposal,Engineering,PS,M,4,2974,151,46,1,2,0,0,0,7,abstract present,19.7,3.3,simple assignment
0350b,data/text_data/bawe_body/0350b.txt,F,1980,Chinese Cantonese,OSA,Sociology,0350,4,2006-12,Researching Society,SO914,Proposal,Sociology,SS,M,1,2547,117,50,1,0,0,0,0,25,no abstract,21.8,2.3,simple assignment
0352a,data/text_data/bawe_body/0352a.txt,F,1983,English,UKA,Law and Sociology,0352,3,NA,Medicine and the Law,LA333,Essay,Law,SS,NA,NA,2641,76,18,0,0,1,0,0,0,no abstract,34.8,4.2,simple assignment
0353a,data/text_data/bawe_body/0353a.txt,F,1978,Chinese Cantonese,OSA,Electronic Business Management,0353,4,2006-11,Creating Profitable e-Business,ES921,Essay,Engineering,PS,D,1,3231,143,45,1,1,0,0,2,6,no abstract,22.6,3.2,simple assignment
0354a,data/text_data/bawe_body/0354a.txt,F,1987,English,UKA,Engineering,0354,2,2007-01,Starting and Running a Business,ES2A6,Narrative recount,Engineering,PS,M,1,1138,37,8,0,0,0,0,0,0,no abstract,30.8,4.6,simple assignment
0355a,data/text_data/bawe_body/0355a.txt,F,1984,English,UKA,Law,0355,NA,NA,NA,NA,Critique,Law,SS,NA,NA,3992,149,17,0,0,2,0,0,0,no abstract,26.8,8.8,simple assignment
0356a,data/text_data/bawe_body/0356a.txt,M,1986,Sinhala,OSA,Engineering Business Management,0356,2,2007-02,Computer Systems,ES2A2,Methodology recount,Engineering,PS,D,1,1152,32,17,1,1,1,0,1,0,no abstract,36,1.9,simple assignment
0357a,data/text_data/bawe_body/0357a.txt,F,1985,Chinese Cantonese,NA,Electrical Engineering,0357,2,38749,Technological Science 2 Laboratory,ES2A7,Methodology recount,Engineering,PS,NA,NA,1110,63,29,0,7,0,0,2,6,no abstract,17.6,2.2,simple assignment
0358d,data/text_data/bawe_body/0358d.txt,M,1987,Tamil,OSA,MEng Mechanical Engineering,0358,1,2004-10,Economics and Structure of Industry,ES175,Explanation,Engineering,PS,D,1,1234,42,12,4,0,0,0,1,0,no abstract,29.4,3.5,simple assignment
0360d,data/text_data/bawe_body/0360d.txt,F,1981,Arabic,OSA,LLM in International Development Law and Human Rights,0360,4,2006-12,International Humanitarian Law,LA961,Essay,Law,SS,M,1,2303,66,22,0,0,0,0,0,1,no abstract,34.9,3,simple assignment
0362a,data/text_data/bawe_body/0362a.txt,F,1985,Gujarati,OSA,Meng Electronics,0362,2,2006-04,Design Project Devices,ES2A4,Research report,Engineering,PS,M,1,1665,105,71,1,9,0,32,0,22,no abstract,15.9,1.5,simple assignment
0363d,data/text_data/bawe_body/0363d.txt,M,1985,English,UKA,Civil Engineering,0363,3,NA,Construction Management,NA,Methodology recount,Engineering,PS,NA,NA,8211,253,52,1,22,0,1,0,0,abstract present,32.5,4.9,compound assignment consisting of 2 parts (see notesStmt for details)
0364b,data/text_data/bawe_body/0364b.txt,F,1985,English,UKA,Mechanical Engineering,0364,2,2004-11,Materials for Mechanical Engineers,ES22A,Problem question,Engineering,PS,D,1,2039,84,38,0,0,0,18,5,3,abstract present,24.3,2.2,simple assignment
0368a,data/text_data/bawe_body/0368a.txt,F,1986,English,UKA,Third year BA,0368,3,NA,Sociology of Health and Illness,SO307,Essay,Sociology,SS,NA,NA,2271,81,13,0,0,0,0,0,0,no abstract,28,6.2,simple assignment
0370c,data/text_data/bawe_body/0370c.txt,F,1984,Finnish,OSA,MSc Economics,0370,4,2007-04,Microeconomic Topics in Development and Transition,EC928,Critique,Economics,SS,M,1,1460,60,8,0,0,0,0,0,0,no abstract,24.3,7.5,simple assignment
0374a,data/text_data/bawe_body/0374a.txt,F,1985,English,UKA,Law and Sociology,0374,3,NA,General Principles of Constitutional and Administrative Law,LA201,Problem question,Law,SS,NA,NA,2713,104,32,0,0,3,0,0,5,no abstract,26.1,3.3,simple assignment
0376a,data/text_data/bawe_body/0376a.txt,F,1983,Finnish,OSA,Law,0376,3,2007-04,Conflict,LA335,Essay,Law,SS,M,1,2293,113,31,0,0,0,0,0,0,no abstract,20.3,3.6,simple assignment
0377b,data/text_data/bawe_body/0377b.txt,F,1983,Polish,OSA,Law,0377,3,2007-04,Conflict of Laws,LA335,Essay,Law,SS,M,1,2333,79,22,0,0,0,0,0,0,no abstract,29.5,3.6,simple assignment
0378b,data/text_data/bawe_body/0378b.txt,F,1986,Chinese Cantonese,UKA,BSc Biomedical Chemistry,0378,3,2007-06,Extended Laboratory Work,CH3C6,Methodology recount,Chemistry,PS,D,1,2103,100,27,2,8,0,3,0,3,abstract present,21,3.7,simple assignment
0380a,data/text_data/bawe_body/0380a.txt,F,1986,English,UKA,History,0380,2,2007-03,English Communities in Crisis,HI209,Essay,History,AH,M,1,2470,113,14,0,0,0,0,0,0,no abstract,21.9,8.1,simple assignment
0381a,data/text_data/bawe_body/0381a.txt,F,1981,English,UKA,Mchem,0381,1,2007-02,Physical Lab,CH155,Methodology recount,Chemistry,PS,D,1,1181,72,47,7,6,0,19,3,2,no abstract,16.4,1.5,simple assignment
0382c,data/text_data/bawe_body/0382c.txt,M,1983,English,UKA,Mchem,0382,3,2005-03,Physical Lab,CH3C6,Methodology recount,Chemistry,PS,M,1,2610,125,79,9,6,0,15,2,0,abstract present,20.9,1.6,simple assignment
0383a,data/text_data/bawe_body/0383a.txt,F,1986,English,UKA,Psychology,0383,3,2007-01,Applied Cognitive Science,PS347,Essay,Psychology,LS,M,1,2601,96,20,0,0,0,0,0,3,no abstract,27.1,4.8,simple assignment
0384a,data/text_data/bawe_body/0384a.txt,F,1985,English,UKA,Psychology,0384,3,NA,NA,PS324,Essay,Psychology,LS,NA,1,2506,77,10,0,0,0,0,0,0,no abstract,32.5,7.7,simple assignment
0387b,data/text_data/bawe_body/0387b.txt,F,1984,Chinese Mandarin,OSA,MA Sociology,0387,4,2007-04,Sociology of Modernity,SO947,Essay,Sociology,SS,M,1,4905,212,51,0,0,7,0,0,2,no abstract,23.1,4.2,simple assignment
0388f,data/text_data/bawe_body/0388f.txt,F,1984,English,UKA,Chemistry with Medicinal Chemistry with Industrial Training,0388,4,2006-11,Synthetic Chemistry I,CH402,Critique,Chemistry,PS,D,1,1463,71,14,0,8,0,0,0,0,no abstract,20.6,5.1,simple assignment
0389b,data/text_data/bawe_body/0389b.txt,F,1985,English,UKA,Chemistry with Medicinal Chemistry with Industrial Training,0389,4,2007-12,Molecular Pharmacology,CH3B5,Explanation,Chemistry,PS,D,1,2737,102,21,0,14,0,0,0,0,no abstract,26.8,4.9,simple assignment
0390d,data/text_data/bawe_body/0390d.txt,M,1981,English,UKA,Philosophy,0390,3,2006-10,Post Kantian Continental Philosophy I,PH334,Essay,Philosophy,AH,D,1,1861,85,20,0,0,0,0,0,2,no abstract,21.9,4.3,simple assignment
0391e,data/text_data/bawe_body/0391e.txt,F,1986,English,UKA,History,0391,3,2007-04,China Encounters,HI999,Essay,History,AH,M,1,2206,77,17,0,0,0,0,0,0,no abstract,28.6,4.5,simple assignment
0392b,data/text_data/bawe_body/0392b.txt,F,1985,English,UKA,Sociology and Gender,0392,NA,NA,NA,NA,Essay,Sociology,SS,NA,NA,2032,75,14,0,0,0,0,0,0,no abstract,27.1,5.4,simple assignment
0393b,data/text_data/bawe_body/0393b.txt,F,1985,Swedish,OSA,PPE,0393,3,NA,NA,PH330,Essay,Philosophy,AH,NA,NA,2661,96,14,0,0,0,0,0,0,no abstract,27.7,6.9,simple assignment
0394a,data/text_data/bawe_body/0394a.txt,F,1984,Chinese Cantonese,UKA,Economics MSc,0394,4,2007-03,Econometrics,EC902,Research report,Economics,SS,M,1,2756,112,40,6,1,0,1,0,4,no abstract,24.6,2.8,simple assignment
0396a,data/text_data/bawe_body/0396a.txt,M,1986,Chinese unspecified,UK2,MORSE,0396,3,2007-01,Multivariate Statistics,ST323,Exercise,Mathematics,PS,D,1,1479,47,22,6,9,10,0,1,3,no abstract,31.5,2.1,simple assignment
0397a,data/text_data/bawe_body/0397a.txt,F,1984,English,UKA,European Law,0397,2,NA,The Criminal Process,LA207,Essay,Law,SS,NA,NA,2963,113,20,0,0,0,0,0,0,no abstract,26.2,5.7,simple assignment
0398c,data/text_data/bawe_body/0398c.txt,M,1985,English,UKA,European Law,0398,3,NA,NA,LA310,Essay,Law,SS,NA,NA,2542,91,30,0,0,0,0,0,0,no abstract,27.9,3,simple assignment
0399a,data/text_data/bawe_body/0399a.txt,F,1985,English,UKA,"Economics, Politics and International Studies",0399,2,2006-01,Economics 2,EC204,Essay,Economics,SS,M,1,2498,103,16,0,4,1,4,0,2,no abstract,24.3,6.4,simple assignment
0401a,data/text_data/bawe_body/0401a.txt,F,1985,English,UKA,Sociology,0401,3,NA,NA,SO323,Essay,Sociology,SS,NA,NA,3211,122,17,0,0,2,0,0,0,no abstract,26.3,7.2,simple assignment
0402c,data/text_data/bawe_body/0402c.txt,F,1968,Igbo,OSA,MA Gender and International Development,0402,4,2007-04,Feminist Epistemologies in Action,SO996,Critique,Sociology,SS,M,1,5593,216,36,0,0,1,0,0,0,no abstract,25.9,6,simple assignment
0403b,data/text_data/bawe_body/0403b.txt,M,1986,English,UKA,Mathematics and Business Studies,0403,4,NA,NA,IB2170,Proposal,Mathematics,PS,NA,NA,1779,102,53,2,2,1,0,1,8,abstract present,17.4,1.9,simple assignment
0404b,data/text_data/bawe_body/0404b.txt,F,1982,Bengali,OSA,Law,0404,4,NA,Approaches to global justice,LA958,Critique,Law,SS,NA,NA,3306,93,22,0,0,2,0,0,0,no abstract,35.5,4.2,simple assignment
0405a,data/text_data/bawe_body/0405a.txt,F,1983,English,UKA,Masters in Social Research,0405,4,2006-05,Sociological Research in Health Care,SO986,Essay,Sociology,SS,D,1,6107,165,40,0,0,14,0,0,0,no abstract,37,4.1,simple assignment
0406e,data/text_data/bawe_body/0406e.txt,M,1984,English,UKA,MSc Statistics,0406,4,2007-01,Introduction to Statistical Practice,ST952,Exercise,Mathematics,PS,M,1,4738,194,59,6,6,0,6,0,4,no abstract,24.4,3.3,simple assignment
0407c,data/text_data/bawe_body/0407c.txt,F,1985,English,UKA,Philosophy,0407,3,2006-11,Post Kantian Continental Philosophy I,PH334,Essay,Philosophy,AH,M,1,2244,93,11,0,0,0,0,0,3,no abstract,24.1,8.5,simple assignment
0408g,data/text_data/bawe_body/0408g.txt,F,1985,English,UKA,History and Sociology,0408,3,NA,Creating Social Europe,SO328,Essay,Sociology,SS,NA,NA,2350,87,13,0,0,0,0,0,0,no abstract,27,6.7,simple assignment
0409a,data/text_data/bawe_body/0409a.txt,F,1982,French,OSA,International Development Law and Human Rights,0409,4,2007-01,International Humanitarian Law,LA961,Essay,Law,SS,M,1,3053,121,28,0,0,3,0,0,0,no abstract,25.2,4.3,simple assignment
0410a,data/text_data/bawe_body/0410a.txt,M,1984,Chinese unspecified,OSA,Law,0410,3,NA,Law of Trusts,LA307,Essay,Law,SS,NA,NA,4279,105,25,0,0,0,0,0,0,no abstract,40.8,4.2,simple assignment
0411a,data/text_data/bawe_body/0411a.txt,M,1986,English,UKA,Law,0411,3,2007-04,Law in Practice,LA206,Essay,Law,SS,M,1,2471,83,26,0,0,1,0,0,0,no abstract,29.8,3.2,simple assignment
0412a,data/text_data/bawe_body/0412a.txt,M,1984,Hindi,OSA,Economics,0412,2,NA,Econometrics 2,EC226,Research report,Economics,SS,NA,NA,3058,151,75,6,6,0,7,1,0,no abstract,20.3,2,simple assignment
0413e,data/text_data/bawe_body/0413e.txt,F,1986,Hindi,OSA,Politics,0413,4,2007-05,International Relation Theory,PO926,Essay,Politics,SS,D,1,4828,183,44,0,0,0,0,0,0,abstract present,26.4,4.2,simple assignment
0414a,data/text_data/bawe_body/0414a.txt,M,1987,English,UKA,Mathematics,0414,1,2006-11,Stats Lab 1,ST104,Exercise,Mathematics,PS,D,1,1495,72,32,1,4,0,0,0,17,no abstract,20.8,2.3,simple assignment
0415b,data/text_data/bawe_body/0415b.txt,M,1983,English,UKA,Msc Chemistry,0415,3,2005-05,Macro Lab,CH3C4,Methodology recount,Chemistry,PS,M,1,1253,71,20,1,1,0,0,1,0,abstract present,17.6,3.5,simple assignment
0416c,data/text_data/bawe_body/0416c.txt,F,1982,Urdu,UKA,Sociology,0416,4,2007-01,Quantitative Methods in Social Research,SO916,Methodology recount,Sociology,SS,D,1,1634,53,15,2,1,0,0,0,3,no abstract,30.8,3.5,simple assignment
0417e,data/text_data/bawe_body/0417e.txt,F,1980,English,OSA,International development law and human rights,0417,4,NA,NA,LA965,Essay,Law,SS,NA,NA,3306,138,22,0,0,3,0,0,0,no abstract,24,6.3,simple assignment
0419c,data/text_data/bawe_body/0419c.txt,F,1987,English,UKA,English,0419,2,2006-12,Latin American Poetry,AM207,Essay,Comparative American Studies,AH,M,1,2111,83,12,0,0,3,0,0,0,no abstract,25.4,6.9,simple assignment
0421a,data/text_data/bawe_body/0421a.txt,F,1985,English,UK2,Psychology,0421,3,2007-04,Developmental Psychopathology,PS353,Essay,Psychology,LS,M,1,2600,114,20,0,0,0,0,0,0,no abstract,22.8,5.7,simple assignment
0422b,data/text_data/bawe_body/0422b.txt,F,1984,English,UKA,MA Gender and International Development,0422,4,2007-01,"Gender, Imperialism and International Development",SO923,Essay,Sociology,SS,NA,NA,5387,201,28,0,0,2,0,0,0,no abstract,26.8,7.2,simple assignment
0423e,data/text_data/bawe_body/0423e.txt,F,1977,English,OSA,LLM International development law,0423,4,NA,WOMEN'S HUMAN RIGHTS & GLOBAL JUSTICE,NA,Essay,Law,SS,NA,NA,2934,64,38,0,0,1,0,0,0,no abstract,45.8,1.7,simple assignment
0424a,data/text_data/bawe_body/0424a.txt,F,1987,English,UK2,Engineering,0424,1,2006-03,MARKETING AND INDUSTRY EXCERSISE,ES175,Case study,Engineering,PS,D,1,1005,50,23,1,1,0,0,5,7,no abstract,20.1,2.2,simple assignment
0427a,data/text_data/bawe_body/0427a.txt,F,1985,Hindi,OSA,Msc Economics,0427,4,2007-03,Econometrics 2,EC902,Research report,Economics,SS,M,1,2891,141,61,0,0,1,2,0,1,no abstract,20.5,2.3,simple assignment
0428a,data/text_data/bawe_body/0428a.txt,M,1965,Portuguese,OSA,International Economic Law,0428,4,2007-05,ISSUES IN THE TAXATION OF INTERNATIONAL BUSINESS,LA904,Essay,Law,SS,M,1,3784,93,36,1,0,6,0,0,0,no abstract,40.7,2.6,simple assignment
0430a,data/text_data/bawe_body/0430a.txt,M,1984,Hindi,OSA,MSc Economics,0430,4,2007-03,ECONOMETRICS,EC902,Methodology recount,Economics,SS,M,1,2949,147,68,8,4,0,10,3,16,no abstract,20.1,2.2,simple assignment
0431a,data/text_data/bawe_body/0431a.txt,F,1984,Bengali,OSA,MSc Economics,0431,4,2007-03,ECONOMETRICS,EC902,Research report,Economics,SS,M,1,5378,202,52,5,0,0,7,1,0,no abstract,26.6,3.9,simple assignment
0432a,data/text_data/bawe_body/0432a.txt,M,NA,Hindi,OSA,MSc Economics,0432,4,NA,ECONOMETRICS,EC902,Methodology recount,Economics,SS,NA,NA,3361,158,55,4,13,0,2,1,0,no abstract,21.3,2.9,simple assignment
0434a,data/text_data/bawe_body/0434a.txt,F,1985,Chinese unspecified,OSA,Biochemistry,0434,3,2007-10,Development,BS301,Explanation,Biological Sciences,LS,D,1,4297,96,36,2,17,0,0,0,0,abstract present,44.8,2.7,simple assignment
3001f,data/text_data/bawe_body/3001f.txt,F,1982,English,UKa,BA English Studies / Anthropology,3001,2,2004-05,Romantic core,U67021,Essay,English,AH,M,1,2333,96,8,0,0,0,0,0,0,no abstract,24.3,12,simple assignment
3002a,data/text_data/bawe_body/3002a.txt,F,1982,English,OSa,BA English Studies,3002,3,2005-03,Language through Literature,U70025,Exercise,English,AH,M,1,1196,56,12,0,0,0,0,0,0,no abstract,21.4,4.7,simple assignment
3003c,data/text_data/bawe_body/3003c.txt,M,1983,English,UKa,BA English Studies,3003,2,2003-NA,Modern Lit. 1880-1940,M02355,Essay,English,AH,M,1,2673,127,13,0,0,0,0,0,0,no abstract,21,9.8,simple assignment
3004b,data/text_data/bawe_body/3004b.txt,F,1982,German,OSa,BA English Studies,3004,3,2005-03,Modern Lit. core 1900-1955,U67024,Essay,English,AH,D,1,3254,101,22,0,0,2,0,0,0,no abstract,32.2,4.6,simple assignment
3005d,data/text_data/bawe_body/3005d.txt,F,1984,English,UKa,BA English Studies,3005,2,2004-03,Modern Lit. 1880-1940,M02355,Essay,English,AH,M,1,2768,127,15,0,0,0,0,0,0,no abstract,21.8,8.5,simple assignment
3006b,data/text_data/bawe_body/3006b.txt,F,1985,English,UKa,BA English Studies,3006,1,2004-02,"Texts, Problems and Approaches",M02306,Essay,English,AH,M,1,2051,90,17,0,0,3,0,0,0,no abstract,22.8,5.3,simple assignment
3007b,data/text_data/bawe_body/3007b.txt,M,1982,English,UKa,BA English Studies,3007,3,2005-03,Contemporary Lit. / Synoptic,U67083,Essay,English,AH,D,1,2957,92,12,0,0,6,0,0,0,no abstract,32.1,7.7,simple assignment
3008h,data/text_data/bawe_body/3008h.txt,F,1983,English,UKa,BA English Studies,3008,1,2003-04,"Texts, Problems and Approaches",M02306,Essay,English,AH,D,1,2764,131,16,0,0,0,0,0,0,no abstract,21.1,8.2,simple assignment
3009b,data/text_data/bawe_body/3009b.txt,F,1984,English,UKa,BA English Studies,3009,3,2004-09,Advanced Textual Analysis,U67022,Essay,English,AH,M,1,2087,74,17,0,0,10,0,0,0,no abstract,28.2,4.4,simple assignment
